web-scraper-order,web-scraper-start-url,filmstars,filmstars-href,Name,Personality,Image-src,pages,pages-href
"1587937699-4170","https://www.imdb.com/list/ls068010962/","Salman Khan","https://www.imdb.com/name/nm0006795?ref_=nmls_hd","Salman Khan","Born on December 27, 1965 Salman Khan is the son of the legendary writer Salim Khan, who penned many super-hits in the yesteryear's like Sholay (1975), The Wall (1975), and Don (1978). Salman started his acting carrier in 1988 by doing a supporting role in the movie How a Wife Should Be (1988). The following year he had the leading role in the box...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjMwNTIxODg0OF5BMl5BanBnXkFtZTgwODg2NzM0OTE@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938188-4229","https://www.imdb.com/list/ls068010962/","Pankaj Kapur","https://www.imdb.com/name/nm0438488?ref_=nmls_hd","Pankaj Kapur","Pankaj Kapur the acclaimed film, television and stage actor signified the young crop of great actors of which Om Puri, Naseeruddin Shah and Ifran Khan formed a part. Unlike his other counterparts Kapur hasn't broken the vow to work only in good Art and Independent projects. A perfect actor Pankaj Kapur did his engineering from New Delhi topping ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZTY2NjI0ZjYtMDM2My00ZjE1LWFiNmQtYWI3OGY2NDgwNTE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937822-4183","https://www.imdb.com/list/ls068010962/","Shashank Arora","https://www.imdb.com/name/nm3508604?ref_=nmls_hd","Shashank Arora","Born Shashank Sunny Arora in New Delhi, India, on February 21, 1989, Shashank Arora was interested in music and theatre from a young age. After finishing high school in early 2006, he left for Montreal, Canada to study cinema and music. While there, he briefly joined a street theatre group formed by human rights activists. In 2008, he moved to ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTcxODc3NzkxOF5BMl5BanBnXkFtZTgwMzUwOTU3MTE@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938810-4326","https://www.imdb.com/list/ls068010962/","Ayushmann Khurrana","https://www.imdb.com/name/nm4731677?ref_=nmls_hd","Ayushmann Khurrana","Ayushmann Khurrana was born on 14 September 1984 in Chandigarh, India. Ayushmann started off his career as a popular radio jockey, and eventually became a VJ on MTV India and one of the most popular hosts in India. He shot to stardom with the runaway hit, 'Vicky Donor' in 2012. His effortless act in his debut won him rave reviews and the film went...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BOTk4MDY4ODAwNl5BMl5BanBnXkFtZTcwNzQ0MjY2Nw@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","",""
"1587938160-4225","https://www.imdb.com/list/ls068010962/","Pavan Malhotra","https://www.imdb.com/name/nm0539497?ref_=nmls_hd","Pavan Malhotra","Pavan Malhotra was born on July 2, 1958 in Delhi, India. He is an actor, known for Bhaag Milkha Bhaag (2013), Don (2006) and Black Friday (2004). He is married to Aparnaa Malhotra.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDlkYzllMDktZDk5OC00NWM5LTgzM2ItMmYxYTM4ZmMwODQ4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937663-4165","https://www.imdb.com/list/ls068010962/","Sunil Shetty","https://www.imdb.com/name/nm0792911?ref_=nmls_hd","Sunil Shetty","Sunil Shetty made his debut in 1992 with Balwaan (1992), which was not a major hit. Yet his great acting skills got noticed. For two years success eluded him until action thriller Mohra (1994) came along in 1994. Then followed his success streak with a comical film Gopi Kishan (1994) in which he played a dual role. The movie became a blockbuster ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BODUwMzUyNTUxMl5BMl5BanBnXkFtZTcwNDM2ODIyOA@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937546-4142","https://www.imdb.com/list/ls068010962/","Zeenat Aman","https://www.imdb.com/name/nm0023868?ref_=nmls_hd","Zeenat Aman","Zeenat Aman was born to a Hindu mother and a Muslim father Amanullah who was one of the writers for the classic ""Mughal-e-Azam"", on November 19th, 1951. Zeenat was an only child and her parents divorced when she was a little girl. A graduate of Saint Xavier's school in Bombay. Her father passed away when she was 13. Zeenat won a scholarship to ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTg4NDcxNTQ0N15BMl5BanBnXkFtZTgwNTI3OTczOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937993-4203","https://www.imdb.com/list/ls068010962/","Raj Kapoor","https://www.imdb.com/name/nm0004292?ref_=nmls_hd","Raj Kapoor","Raj Kapoor was the son of well-known Indian actor Prithviraj Kapoor, who acted both in film and on stage. After apprenticing in the Bollywood production studios of the 1940's, at 24 years of age Raj Kapoor produced, directed and acted in Aag (1948), with his new company, RK Films. His next production, Barsaat (1949), was a smash hit. In 1951, he ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNjYwODQzMjk3Ml5BMl5BanBnXkFtZTYwNzIxMjky._V1_UY317_CR13,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937807-4180","https://www.imdb.com/list/ls068010962/","Seema Biswas","https://www.imdb.com/name/nm0084443?ref_=nmls_hd","Seema Biswas","Seema Biswas was born on January 14, 1965 in Nalbari, Assam, India. She is an actress, known for Bandit Queen (1994), Water (2005) and Company (2002).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTczMTgyOTkyOV5BMl5BanBnXkFtZTYwNTQ1MDA0._V1_UY317_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938036-4206","https://www.imdb.com/list/ls068010962/","Rajesh Khanna","https://www.imdb.com/name/nm0004435?ref_=nmls_hd","Rajesh Khanna","Rajesh Khanna, the first superstar of Indian and Hindi Cinema with 74 Golden Jubilee Hits - (which includes 48 Platinum Jubilee hits and 26 Golden Jubilee Hits) & in addition had 22 Silver Jubilee Hits and 9 average hits, was born on 29 December 1942 in Amritsar, Punjab, India.Rajesh entered Hindi films in the year 1965 when he began shooting for ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTQ1OTE5NDEwNV5BMl5BanBnXkFtZTcwNjgzMTcxOA@@._V1_UY317_CR2,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937580-4152","https://www.imdb.com/list/ls068010962/","Vinay Pathak","https://www.imdb.com/name/nm0665555?ref_=nmls_hd","Vinay Pathak","Vinay Pathak was born on July 12, 1968 in Bhojpur District, Bihar, India. He is an actor and writer, known for Bheja Fry (2007), Rab Ne Bana Di Jodi (2008) and My Name Is Khan (2010).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTgxODI1NTI2MV5BMl5BanBnXkFtZTgwODgxODYyNjE@._V1_UY317_CR130,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938367-4254","https://www.imdb.com/list/ls068010962/","Madhubala","https://www.imdb.com/name/nm0534870?ref_=nmls_hd","Madhubala","Arguably the most beautiful artiste to ever grace the Indian screen, Madhubala rose from humble beginnings to become the most captivating star India has ever produced. Madhubala was born Mumtaz Jehan Begum on Valentine's Day 1933, in a poor, conservative family of Pathan Muslims in Delhi, a part of a prolific brood of sisters, and entered the world...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTI4MTAzMzc2MV5BMl5BanBnXkFtZTcwMDkyNDAzMQ@@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","",""
"1587938844-4328","https://www.imdb.com/list/ls068010962/","Atul Kulkarni","https://www.imdb.com/name/nm0474609?ref_=nmls_hd","Atul Kulkarni","Atul Kulkarni was born on September 10, 1965 in Karnataka, India. He is an actor, known for Rang De Basanti (2006), Hey Ram (2000) and Page 3 (2005).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BY2E1ODI1MGUtYWY1ZS00ZDdlLTg0ZDctNWU1NmJhM2UxYzU5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","",""
"1587937968-4199","https://www.imdb.com/list/ls068010962/","Riteish Deshmukh","https://www.imdb.com/name/nm1299011?ref_=nmls_hd","Riteish Deshmukh","Riteish Deshmukh is an Indian actor, producer and architect who appears in Bollywood films. He is the son of Late. Vilasrao Deshmukh, the former Union Minister for Science, Technology and Earth Sciences, Government of India, and the former Chief Minister of Maharashtra. Riteish debuted with K. Vijaya Bhaskar's Tujhe Meri Kasam (2003) with his ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTU3NDM3NDM3Ml5BMl5BanBnXkFtZTgwMzk4ODEzOTE@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938319-4246","https://www.imdb.com/list/ls068010962/","Nagarjuna Akkineni","https://www.imdb.com/name/nm0015459?ref_=nmls_hd","Nagarjuna Akkineni","Nagarjuna did his schooling at Hyderabad Public School and later went to Little Flower Junior College to do his intermediate. After that, he went on to do mechanical engineering at the University of Michigan, Ann Arbor, MI and later got a masters degree in automobile engineering at San Jose State University.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMDE5ZTgzN2QtODQzMi00NzYxLWI3ZmMtMzAxNWM0OGM1YjM0XkEyXkFqcGdeQXVyNzc4NzEwNTc@._V1_UY317_CR123,0,214,317_AL__QL50.jpg","",""
"1587938702-4309","https://www.imdb.com/list/ls068010962/","Deepak Tijori","https://www.imdb.com/name/nm0863120?ref_=nmls_hd","Deepak Tijori","Deepak Tijori was born on August 28, 1961 in Bombay, Maharashtra, India. He is an actor and director, known for Fox (2009), Do Lafzon Ki Kahani (2016) and Tipsy (2020).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNmIwYzhiNjUtYmY3NS00YjdhLTlkM2UtZDJhZDJiNDkzNDI5XkEyXkFqcGdeQXVyNDY2Nzg2NQ@@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","",""
"1587937599-4157","https://www.imdb.com/list/ls068010962/","Utpal Dutt","https://www.imdb.com/name/nm0244884?ref_=nmls_hd","Utpal Dutt","Utpal Dutt was born on March 29, 1929 in Barisal, Bengal Presidency, British India. He was an actor and director, known for Gol Maal (1979), Mr. Shome (1969) and Baisakhi Megh (1981). He was married to Sova Sen. He died on August 19, 1993 in Calcutta, West Bengal, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMDFiNjgzNGQtMmZkMy00NzNmLWE2MDItYzMzMWQ0ZmE3Yzg4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR137,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938109-4217","https://www.imdb.com/list/ls068010962/","Rajat Kapoor","https://www.imdb.com/name/nm0438494?ref_=nmls_hd","Rajat Kapoor","Rajat Kapoor was born on February 11, 1961 in New Delhi, India. He is an actor and director, known for Raghu Romeo (2003), Ankhon Dekhi (2013) and Bheja Fry (2007).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDBlM2ZiZmEtYzYyMC00ZWNlLTkxMzQtOGFlMzgxZDg5NjdhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR18,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938565-4285","https://www.imdb.com/list/ls068010962/","Johnny Lever","https://www.imdb.com/name/nm0505323?ref_=nmls_hd","Johnny Lever","Johnny Lever, born in Andhra Pradesh and was brought up in Mumbai's King's Circle area (Dharavi). His mother tongue is Telugu. Johnny studied in Andhra Telugu School till the seventh grade but couldn't study further because of financial problems in his family, after which he decided to leave school and started working different kinds of odd jobs, ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjMyMTQzMjk1MV5BMl5BanBnXkFtZTgwMDg5MTMzOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587938263-4237","https://www.imdb.com/list/ls068010962/","Om Puri","https://www.imdb.com/name/nm0700875?ref_=nmls_hd","Om Puri","Om Puri was an Indian actor who has appeared in both mainstream Indian films and art films. His credits also include appearances in British and American films. He has received an honorary OBE. Puri was born in Ambala, Haryana. His father worked on the railways and served in the Indian Army. Puri graduated from the Film and Television Institute of ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTc4MjA5ODY4NF5BMl5BanBnXkFtZTcwNjUyMDUxMQ@@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938375-4255","https://www.imdb.com/list/ls068010962/","Mukul Dev","https://www.imdb.com/name/nm0222143?ref_=nmls_hd","Mukul Dev","Mukul Dev was born on November 30, 1970 in Delhi, India. He is an actor and writer, known for 21 Sarfarosh Saragarhi 1897 (2018), Omerta (2017) and Ssshhhh... Koi Hai (2001).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BODhjYmUzZTctNWY3Yy00ZDBmLTk0NzEtMzg3YzlhYzA0NGI2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","",""
"1587937941-4196","https://www.imdb.com/list/ls068010962/","Rajpal Yadav","https://www.imdb.com/name/nm1056425?ref_=nmls_hd","Rajpal Yadav","Rajpal Yadav was born on March 16, 1971 in Shahjahanpur, Uttar Pradesh, India. He is an actor and writer, known for Kal ho naa ho (2003), Jungle (2000) and Main, Meri Patni... Aur Woh! (2005). He has been married to Radha Yadav since June 10, 2003.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTQ3MTI4MzUyNl5BMl5BanBnXkFtZTgwMjAzMTMzOTE@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938310-4244","https://www.imdb.com/list/ls068010962/","Nawazuddin Siddiqui","https://www.imdb.com/name/nm1596350?ref_=nmls_hd","Nawazuddin Siddiqui","Nawazuddin Siddiqui (born 1974) also known as Nowaz is an Indian film actor who has appeared in some of Bollywood's major films including, Black Friday (2004), New York (2009), Peepli Live (2010), Kahani (2012), Gangs of Wasseypur (2012) and Gangs of Wasseypur - Part 2 (2012). Early life and education Nawazuddin Siddiqui is from Budhana a small town...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTU5NTQwMTI0NV5BMl5BanBnXkFtZTcwNzQyNTgxOA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587938802-4325","https://www.imdb.com/list/ls068010962/","Aruna Irani","https://www.imdb.com/name/nm0045119?ref_=nmls_hd","Aruna Irani","Aruna Irani made her debut in the movie Gunga Jumna (1961) at nine years old playing Azra's character. After doing several small roles in films like Jahanara (1964), Farz (1967), Upkar (1967) and Aaya Sawan Jhoomke (1969). She was paired with comedian Mehmood Ali in films like Aulad (1968), Jawab, Humjoli (1970), Manmandir and Naya Zamana (1971)....            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BYWIzYjZkZTAtNDM0MS00YjBiLWJlMjItZDY1YTJhNjMxNTExXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587937909-4192","https://www.imdb.com/list/ls068010962/","Shabana Azmi","https://www.imdb.com/name/nm0000818?ref_=nmls_hd","Shabana Azmi","One of the leading lights of the now-largely-defunct Indian New Wave, Shabana Azmi (alongside the late Smita Patil) was one of the main female actors who dominated the films of the so-called ""Parallel Cinema"" in India in the 1970s and 1980s. Born to noted Urdu progressive poet and lyricist Kaifi Azmi and theatre actress Shaukat Azmi, Shabana has ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTQ1NTE0NDgxMl5BMl5BanBnXkFtZTYwNzMyODEz._V1_UY317_CR28,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937765-4175","https://www.imdb.com/list/ls068010962/","Saeed Jaffrey","https://www.imdb.com/name/nm0006762?ref_=nmls_hd","Saeed Jaffrey","Saeed Jaffrey was born in Maler Kotla, Punjab, India. He was born on the 8th of January 1929. He attended University of Allahabad where he completed his post-graduate degree in history. He also attended the Staff Training Institute of All India Radio. He started his career in drama, as the founder of his own English theatre company called the ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTU4NTAzNTIxMl5BMl5BanBnXkFtZTcwMjkyNzg5Nw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937594-4156","https://www.imdb.com/list/ls068010962/","Upendra Limaye","https://www.imdb.com/name/nm1822342?ref_=nmls_hd","Upendra Limaye","Upendra Limaye is an actor, known for Jogwa (2009), Tara From Satara (2019) and Contract (2008).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BN2JkNjFjYzctOTM4NS00NGI3LWFhY2UtZmIwNTZjNzc1YTA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR14,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937543-4141","https://www.imdb.com/list/ls068010962/","Zohra Sehgal","https://www.imdb.com/name/nm0782247?ref_=nmls_hd","Zohra Sehgal","Sahibzadi Zohra Begum Mumtaz-ullah Khan, better known as Zohra Sehgal, was born into a Sunni Muslim Rohilla Pathan family of Rampur, Uttar Pradesh, on 27th April, 1912 in Rampur, Uttar Pradesh, India. However, unlike most other children of traditional households, Zohra Sehgal was a tomboy, who enjoyed climbing trees and playing games. Always ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMzA0NDAzZjAtOTFhMi00N2RiLWIxOWUtMTBkY2U0YjI3ZDU2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR47,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938288-4240","https://www.imdb.com/list/ls068010962/","Neeraj Kabi","https://www.imdb.com/name/nm4173131?ref_=nmls_hd","Neeraj Kabi","Neeraj is a multiple award winning film and theater actor, best known for his powerful performances in Ship of Theseus and Talvar. He won the Best Actor Awards at the Sakhalin International Film Festival in 2014 and the NBC Newsmakers Achievers' Awards in 2015. Neeraj is the owner of the renowned theater group Pravah, which he founded in 1996. ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZTJlZWZiMmUtNTQ0MS00NzliLWI3YjAtNzhiNjVhNWQ2MDExXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","",""
"1587938645-4303","https://www.imdb.com/list/ls068010962/","Dilip Kumar","https://www.imdb.com/name/nm0474801?ref_=nmls_hd","Dilip Kumar","Dilip Kumar is considered to be one of the greatest actors of Indian cinema. Starting his career in 1944, he has starred in some of the biggest commercially successful films in the period 1949-1961. . He was the first actor to receive a Filmfare Best Actor Award and holds the record for most number of Filmfare Awards won for that category. Though ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMzg0NTM0MjYxN15BMl5BanBnXkFtZTcwMzY1NTAzMQ@@._V1_UY317_CR102,0,214,317_AL__QL50.jpg","",""
"1587938388-4257","https://www.imdb.com/list/ls068010962/","Mithun Chakraborty","https://www.imdb.com/name/nm0149822?ref_=nmls_hd","Mithun Chakraborty","Mithun Chakraborty was born on June 16, 1947 in Barisal, Bengal Presidency, British India as Gouranga Chakraborti. He is an actor, known for OMG: Oh My God! (2012), Vivekananda (1994) and Guru (2007). He has been married to Yogeeta Bali since July 1982. They have four children. He was previously married to Sridevi and Helena Luke.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjQwNDUxMzY4Ml5BMl5BanBnXkFtZTgwMTgxMTIzOTE@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","",""
"1587937817-4182","https://www.imdb.com/list/ls068010962/","Shreyas Talpade","https://www.imdb.com/name/nm1662277?ref_=nmls_hd","Shreyas Talpade","Shreyas Talpade was born on January 27, 1976 in Bombay, Maharashtra, India. He is an actor and director, known for Om Shanti Om (2007), Iqbal (2005) and Dor (2006).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjZhOTQzNTEtNGY4NS00ZmQxLThkMDEtM2M4NDVjMjc0MWNlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR17,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937869-4190","https://www.imdb.com/list/ls068010962/","Saif Ali Khan","https://www.imdb.com/name/nm0451307?ref_=nmls_hd","Saif Ali Khan","Saif is the son of Bollywood actress, Sharmila Tagore, and Indian cricketer, Mansoor Ali Khan. Both his grandfather, Iftikhar Ali Khan Pataudi, and father were professional cricketers. His mother, Sharmila Tagore, an actress within her own rights. He has two sisters, Bollywood actress Soha Ali Khan, and fashion designer Saba Ali Khan. Saif studied ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTUyNjI2NTg3M15BMl5BanBnXkFtZTcwNDEzNDg3OA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937811-4181","https://www.imdb.com/list/ls068010962/","Shernaz Patel","https://www.imdb.com/name/nm1617909?ref_=nmls_hd","Shernaz Patel","Shernaz Patel is an actress, known for Black (2005), Guzaarish (2010) and Talaash (2012).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNTBjN2U2MTgtZjhhMC00YjE4LWI5ODQtN2EwYmJhNTU4MDdkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR22,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938873-4333","https://www.imdb.com/list/ls068010962/","Amol Palekar","https://www.imdb.com/name/nm0657505?ref_=nmls_hd","Amol Palekar","Amol Palekar was born on November 24, 1944 in Bombay, Bombay Presidency, British India. He is an actor and director, known for Kairee (1999), The Village Had No Walls (1995) and Gol Maal (1979).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNzZhNDQ1YzItNTVlOC00MmVmLTkzMjEtMDFmN2Q0MDU2YmQ3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR31,0,214,317_AL__QL50.jpg","",""
"1587938000-4204","https://www.imdb.com/list/ls068010962/","Raj Babbar","https://www.imdb.com/name/nm0044796?ref_=nmls_hd","Raj Babbar","Raj Babbar was born on June 23, 1952 in Tundla, Uttar Pradesh, India. He is an actor, known for Pukaar (2014), Aaj Ki Awaz (1984) and Umrao Jaan (1981). He is married to Nadira Babbar. They have two children. He was previously married to Smita Patil.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTQ1MjEwMjM3MF5BMl5BanBnXkFtZTgwNjM4NDczMDE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937603-4158","https://www.imdb.com/list/ls068010962/","Upasna Singh","https://www.imdb.com/name/nm0802251?ref_=nmls_hd","Upasna Singh","Upasna Singh was born on June 29, 1975 in Kapurthala, Punjab, India. She is an actress, known for Jatt & Juliet (2012), Disco Singh (2014) and Wattanaan Ton Door (2008). She has been married to Neeraj Bhardwaj since 2012.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BYzkzNGJjNGMtMTcyMy00YmQ5LTgwMmItNzk4MjBkZWJhMTg1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938554-4282","https://www.imdb.com/list/ls068010962/","Kangana Ranaut","https://www.imdb.com/name/nm2144007?ref_=nmls_hd","Kangana Ranaut","Kangana was born on 20 March 1987 in Bhambla, near Manali, which is in the Mandi district of Himachal Pradesh. Her dad's name is Amardeep, who is a businessman and contractor, her mom, Asha, is a school-teacher. She has two sisters, eldest one is Rangoli, and she has a brother, Akshit, who is about a year younger than her. Her grandfather was an ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTA2NTg0ODA1ODJeQTJeQWpwZ15BbWU4MDM0NDkxNTMy._V1_UY317_CR5,0,214,317_AL__QL50.jpg","",""
"1587937790-4178","https://www.imdb.com/list/ls068010962/","Sunny Deol","https://www.imdb.com/name/nm0219971?ref_=nmls_hd","Sunny Deol","Ajay Singh Deol popularly known as Sunny Deol was born to actor Dharmendra and Prakash Kaur. Sunny began acting with super hit film Betaab (1983) which was a love story also featuring another new comer Amrita Singh; this film was a major success and then he goes on making films which portrayed him as Bollywood's best action hero. There is Arjun (...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjEwOTA2MjMwMl5BMl5BanBnXkFtZTcwODc3MDgxOA@@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938584-4289","https://www.imdb.com/list/ls068010962/","Jackie Shroff","https://www.imdb.com/name/nm0006763?ref_=nmls_hd","Jackie Shroff","Jaikishen was born in the Gujarati-speaking Shroff family on February 1, 1957. His dad's name is Kakubhai, his brother's is Hemant, and they live in Bandra, Bombay in a bungalow named 'Le Pepeyon"". A vegetarian, Jaikishen made his Bollywood debut in a bit-role as a villain in the hit Heera Panna (1973) which starred 'Dev Anand'. He then went on to ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BYzczOGViODMtMWY1Yi00ZTAwLTkzZjItYzlmMzU0NmM5YjBmXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY317_CR23,0,214,317_AL__QL50.jpg","",""
"1587938111-4218","https://www.imdb.com/list/ls068010962/","Rajendra Kumar","https://www.imdb.com/name/nm0006348?ref_=nmls_hd","Rajendra Kumar","Rajendra was born in the Punjabi-speaking Tuli family on July 12, 1929, in Sialkot, British India (now located in Pakistan). After the turbulent years of partition, at the age of 21, Rajendra got his first break in 'Jogan' during 1950. He attained fame in 'Mother India' during 1957, playing the son of Nargis Dutt. He went on to star in many movies, ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTYwY2Y5ZWUtOGMxZC00ZDZlLWEzNGUtYmJkMGU3YTNhNWE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR26,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937979-4201","https://www.imdb.com/list/ls068010962/","Radhika Apte","https://www.imdb.com/name/nm2331000?ref_=nmls_hd","Radhika Apte","Radhika Apte is a well-known Indian theatre and film actress born in Vellore and brought up in Pune. Before endeavoring into films, she began with theatre. Radhika Apte is a perfect example of beauty with brains. Apte is an Economics and Mathematics graduate from Fergusson College, Pune. Apte during her growing up days in Pune, she learned Kathak ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZmQ0NjY5YmItMTAwOC00MWVlLThkZTgtYmZhMDg1ZjY2ODMwXkEyXkFqcGdeQXVyNjM5MTI3ODQ@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
